"head","rel","tail","time","subject"
"Abstract","distribute","rooftop","2020","Engineer_Info-science"
"STANDALONE","size supply","electrical loads","2020","Engineer_Info-science"
"vehicles","equip","belts","2020","Engineer_Info-science"
"paper","urge","firms","2020","Engineer_Info-science"
"measurements","use","validation","2020","Engineer_Info-science"
"transceiver","design","calibration","2020","Engineer_Info-science"
"converter","allow","commutation","2020","Engineer_Info-science"
"country","become","efficient","2020","Engineer_Info-science"
"discrete","implement","Texas Instruments","2020","Engineer_Info-science"
"speed control","apply","experimental models","2020","Engineer_Info-science"
"inclusion","increase","total cost","2020","Engineer_Info-science"
"people","easily do","banking","2020","Engineer_Info-science"
"Abstract","play","critical role","2020","Engineer_Info-science"
"objects","transport","conveyor belt","2020","Engineer_Info-science"
"state","affect","vulnerability","2020","Engineer_Info-science"
"scheme","isolate effectively","types","2020","Engineer_Info-science"
"perceptions","relate","differences","2020","Engineer_Info-science"
"proposed framework","demonstrate for","tasks","2020","Engineer_Info-science"
"adverse","weaken","errors","2020","Engineer_Info-science"
"properties","consider","point","2020","Engineer_Info-science"
"helicopters","use widely","precision agriculture","2020","Engineer_Info-science"
"algorithm","present","constraints","2020","Engineer_Info-science"
"simulations","perform","nm CMOS","2020","Engineer_Info-science"
"research challenges","relate","interoperability","2020","Engineer_Info-science"
"control strategy","subject","network model","2020","Engineer_Info-science"
"design","compose","digital","2020","Engineer_Info-science"
"generators","use","country","2020","Engineer_Info-science"
"study","carry out","Sao Paulo","2020","Engineer_Info-science"
"pipe network","simulate","program","2020","Engineer_Info-science"
"voltage dc","emerge","alternative","2020","Engineer_Info-science"
"performance","investigate","operating","2020","Engineer_Info-science"
"center","have","generator","2020","Engineer_Info-science"
"environments","restrict","capabilities","2020","Engineer_Info-science"
"fast charging stations","need","built","2020","Engineer_Info-science"
"aerial drones","bring","advantage","2020","Engineer_Info-science"
"embedded devices","use","lightweight","2020","Engineer_Info-science"
"drones","find","objects","2020","Engineer_Info-science"
"drone","transmit","information","2020","Engineer_Info-science"
"innovations","facilitate","coordinated control","2020","Engineer_Info-science"
"manufacturing","characterize","automation","2020","Engineer_Info-science"
"professionals","adopt","accurate estimates","2020","Engineer_Info-science"
"attention","give","recipients","2020","Engineer_Info-science"
"validation","need","resources","2020","Engineer_Info-science"
"structure","save","maintenance cost","2020","Engineer_Info-science"
"authorities","gainfully use","findings","2020","Engineer_Info-science"
"techniques","have","computational resource","2020","Engineer_Info-science"
"trajectory planner","evaluate","environments","2020","Engineer_Info-science"
"radiation","amplify","circuit","2020","Engineer_Info-science"
"Society of Automotive Engineers","propose","network","2020","Engineer_Info-science"
"home","not achieve","performance","2020","Engineer_Info-science"
"electric vehicle","increase","environment","2020","Engineer_Info-science"
"equalization","consider","microphone","2020","Engineer_Info-science"
"Data acquisition","use","controllers","2020","Engineer_Info-science"
"attributes","include","quadrants","2020","Engineer_Info-science"
"challenges","face","organizations","2020","Engineer_Info-science"
"Design","optimize","reliability","2020","Engineer_Info-science"
"system","analyse","cycle","2020","Engineer_Info-science"
"battery","remain","drone","2020","Engineer_Info-science"
"drone","not safely return","depot","2020","Engineer_Info-science"
"features","incorporate","model","2020","Engineer_Info-science"
"techniques","utilize","DC bias","2020","Engineer_Info-science"
"framework","validate","contexts","2020","Engineer_Info-science"
"salient","involve","firms","2020","Engineer_Info-science"
"models","show","fact","2020","Engineer_Info-science"
"Developed","analyze","data","2020","Engineer_Info-science"
"experiment","orient","destination","2020","Engineer_Info-science"
"study","present","countermeasures","2020","Engineer_Info-science"
"method","provide","accurate diagnosis","2020","Engineer_Info-science"
"human","replace","machines","2020","Engineer_Info-science"
"microservices","affect","performance","2020","Engineer_Info-science"
"behavior","form","pattern","2020","Engineer_Info-science"
"factors","influence","application","2020","Engineer_Info-science"
"technology","have","industry","2020","Engineer_Info-science"
"approaches","quantify","air voids","2020","Engineer_Info-science"
"driven","directly sense","disturbance","2020","Engineer_Info-science"
"article","present","measurement results","2020","Engineer_Info-science"
"chip","realize","communication","2020","Engineer_Info-science"
"Battery energy storage systems","spread","applications","2020","Engineer_Info-science"
"maximum power","exchange","BESS","2020","Engineer_Info-science"
"procedure","base","model","2020","Engineer_Info-science"
"kinematic model","augment","frame","2020","Engineer_Info-science"
"power stations","ensure","eminent","2020","Engineer_Info-science"
"article","devote","edition","2020","Engineer_Info-science"
"system","have","user","2020","Engineer_Info-science"
"electrodes","place","positions","2020","Engineer_Info-science"
"robotic grippers","capture increase","interests","2020","Engineer_Info-science"
"robotic grippers","make","materials","2020","Engineer_Info-science"
"Abstract","present","methodology","2020","Engineer_Info-science"
"machine tool","learn","operational data","2020","Engineer_Info-science"
"dynamic model","calibrate","pressure","2020","Engineer_Info-science"
"Identification","provide","permeability","2020","Engineer_Info-science"
"paper","present","obstacle detection","2020","Engineer_Info-science"
"system","detect","dynamic objects","2020","Engineer_Info-science"
"obstacle detection","implement","system","2020","Engineer_Info-science"
"threshold voltage","base","patterns","2020","Engineer_Info-science"
"dimensional","use","level","2020","Engineer_Info-science"
"Intelligent Transportation Systems","progress significantly","recent years","2020","Engineer_Info-science"
"system","guarantee","service continuity","2020","Engineer_Info-science"
"scheduling policies","employ","Base Stations","2020","Engineer_Info-science"
"robots","propose","electric vehicles","2020","Engineer_Info-science"
"components","physically locate","onboard","2020","Engineer_Info-science"
"Microphone array","use","sound sources","2020","Engineer_Info-science"
"beamforming","not be study","application","2020","Engineer_Info-science"
"method","combine structural understand extract","information","2020","Engineer_Info-science"
"electricity","characterize","ambition","2020","Engineer_Info-science"
"applications","avoid","collisions","2020","Engineer_Info-science"
"Transient","damage","equipment","2020","Engineer_Info-science"
"de la","docentes","estudiantes","2020","Engineer_Info-science"
"pilot allocation","inthe","spatial domain","2020","Engineer_Info-science"
"battery capacity","base","curve","2020","Engineer_Info-science"
"Shuttle Radar","organize","field","2020","Engineer_Info-science"
"trigger","transmit","acquisition","2020","Engineer_Info-science"
"number","lead","electric power","2020","Engineer_Info-science"
"point clouds","acquire","unmanned aerial vehicles","2020","Engineer_Info-science"
"layers","contain","architecture","2020","Engineer_Info-science"
"experiments","indicate","Sound Pressure Level","2020","Engineer_Info-science"
"charger","derive","Project","2020","Engineer_Info-science"
"challenges","relate","developments","2020","Engineer_Info-science"
"plant","configure","system","2020","Engineer_Info-science"
"Parts","easily find","electronics","2020","Engineer_Info-science"
"sensors","have","problems","2020","Engineer_Info-science"
"processing","carry out","sensors","2020","Engineer_Info-science"
"appliance","develop","appliances","2020","Engineer_Info-science"
"appliance","fabricate","experimental data","2020","Engineer_Info-science"
