head,relation,tail
角色_卡魔拉,rdfsyntaxnstype,角色
角色_卡魔拉,relation_拥有,能力_暗杀技术
角色_卡魔拉,rdfsyntaxnstype,角色
能力_暗杀技术,rdfsyntaxnstype,能力
角色_卡魔拉,relation_代号,称号_宇宙最危险的女人
角色_卡魔拉,rdfsyntaxnstype,角色
称号_宇宙最危险的女人,rdfsyntaxnstype,称号
角色_卡魔拉,relation_朋友,角色_亚当术士
角色_卡魔拉,rdfsyntaxnstype,角色
角色_亚当术士,rdfsyntaxnstype,角色
角色_卡魔拉,relation_对抗,角色_萨诺斯
角色_卡魔拉,rdfsyntaxnstype,角色
角色_萨诺斯,rdfsyntaxnstype,角色
角色_亚当术士,relation_对抗,角色_萨诺斯
角色_亚当术士,rdfsyntaxnstype,角色
角色_萨诺斯,rdfsyntaxnstype,角色
角色_卡魔拉,relation_属于,团队_银河护卫队
角色_卡魔拉,rdfsyntaxnstype,角色
团队_银河护卫队,rdfsyntaxnstype,团队
角色_卡魔拉,relation_拥有,能力_精湛的武艺
角色_卡魔拉,rdfsyntaxnstype,角色
能力_精湛的武艺,rdfsyntaxnstype,能力
角色_卡魔拉,relation_朋友,角色_亚当术士
角色_卡魔拉,rdfsyntaxnstype,角色
角色_亚当术士,rdfsyntaxnstype,角色
角色_毁灭者德克斯,relation_对抗,角色_卡魔拉
角色_毁灭者德克斯,rdfsyntaxnstype,角色
角色_卡魔拉,rdfsyntaxnstype,角色
角色_卡魔拉,relation_朋友,角色_惊奇队长
角色_卡魔拉,rdfsyntaxnstype,角色
角色_惊奇队长,rdfsyntaxnstype,角色
角色_惊奇队长,relation_对抗,角色_萨诺斯
角色_惊奇队长,rdfsyntaxnstype,角色
角色_萨诺斯,rdfsyntaxnstype,角色
角色_萨诺斯,relation_持有,装备_全部的无限宝石
角色_萨诺斯,rdfsyntaxnstype,角色
装备_全部的无限宝石,rdfsyntaxnstype,装备
角色_卡魔拉,relation_持有,装备_时间宝石
角色_卡魔拉,rdfsyntaxnstype,角色
装备_时间宝石,rdfsyntaxnstype,装备
角色_卡魔拉,relation_爱上,角色_亚当术士
角色_卡魔拉,rdfsyntaxnstype,角色
角色_亚当术士,rdfsyntaxnstype,角色
角色_卡魔拉,relation_持有,装备_“弑神者”
角色_卡魔拉,rdfsyntaxnstype,角色
装备_“弑神者”,rdfsyntaxnstype,装备
角色_卡魔拉,relation_朋友,角色_新星
角色_卡魔拉,rdfsyntaxnstype,角色
角色_新星,rdfsyntaxnstype,角色
角色_卡魔拉,relation_属于,团队_银河守护者
角色_卡魔拉,rdfsyntaxnstype,角色
团队_银河守护者,rdfsyntaxnstype,团队
角色_卡魔拉,relation_拥有,能力_超人的力量、速度、敏捷与体能
角色_卡魔拉,rdfsyntaxnstype,角色
能力_超人的力量、速度、敏捷与体能,rdfsyntaxnstype,能力
角色_卡魔拉,relation_拥有,能力_武术、各种刺杀技术与武器的使用方法
角色_卡魔拉,rdfsyntaxnstype,角色
能力_武术、各种刺杀技术与武器的使用方法,rdfsyntaxnstype,能力
角色_哈罗德·霍根,relation_代号,称号_哈皮
角色_哈罗德·霍根,rdfsyntaxnstype,角色
称号_哈皮,rdfsyntaxnstype,称号
角色_哈罗德·霍根,relation_朋友,角色_托尼·斯塔克
角色_哈罗德·霍根,rdfsyntaxnstype,角色
角色_托尼·斯塔克,rdfsyntaxnstype,角色
角色_哈罗德·霍根,relation_从事,职业_贴身保镖兼司机
角色_哈罗德·霍根,rdfsyntaxnstype,角色
职业_贴身保镖兼司机,rdfsyntaxnstype,职业
角色_哈罗德·霍根,relation_从事,职业_安全经理
角色_哈罗德·霍根,rdfsyntaxnstype,角色
职业_安全经理,rdfsyntaxnstype,职业
角色_哈罗德·霍根,relation_朋友,角色_托尼·斯塔克
角色_哈罗德·霍根,rdfsyntaxnstype,角色
角色_托尼·斯塔克,rdfsyntaxnstype,角色
角色_托尼·斯塔克,relation_持有,装备_马克V号装甲
角色_托尼·斯塔克,rdfsyntaxnstype,角色
装备_马克V号装甲,rdfsyntaxnstype,装备
角色_哈罗德·霍根,relation_朋友,角色_娜塔莉娅·罗曼诺夫
角色_哈罗德·霍根,rdfsyntaxnstype,角色
角色_娜塔莉娅·罗曼诺夫,rdfsyntaxnstype,角色
角色_娜塔莉娅·罗曼诺夫,relation_对抗,角色_伊万·凡科
角色_娜塔莉娅·罗曼诺夫,rdfsyntaxnstype,角色
角色_伊万·凡科,rdfsyntaxnstype,角色
角色_哈罗德·霍根,relation_对抗,角色_伊万·凡科
角色_哈罗德·霍根,rdfsyntaxnstype,角色
角色_伊万·凡科,rdfsyntaxnstype,角色
演员_乔恩·费儒,relation_饰演,角色_哈罗德·霍根
演员_乔恩·费儒,rdfsyntaxnstype,演员
角色_哈罗德·霍根,rdfsyntaxnstype,角色
角色_哈罗德·霍根,relation_出现,作品_《钢铁侠》
角色_哈罗德·霍根,rdfsyntaxnstype,角色
作品_《钢铁侠》,rdfsyntaxnstype,作品
角色_哈罗德·霍根,relation_出现,作品_《钢铁侠2》
角色_哈罗德·霍根,rdfsyntaxnstype,角色
作品_《钢铁侠2》,rdfsyntaxnstype,作品
角色_哈罗德·霍根,relation_出现,作品_《钢铁侠3》
角色_哈罗德·霍根,rdfsyntaxnstype,角色
作品_《钢铁侠3》,rdfsyntaxnstype,作品
角色_哈罗德·霍根,relation_出现,作品_《蜘蛛侠：英雄归来》
角色_哈罗德·霍根,rdfsyntaxnstype,角色
作品_《蜘蛛侠：英雄归来》,rdfsyntaxnstype,作品
演员_麦克·道格拉斯,relation_饰演,角色_汉克·皮姆
演员_麦克·道格拉斯,rdfsyntaxnstype,演员
角色_汉克·皮姆,rdfsyntaxnstype,角色
角色_汉克·皮姆,relation_从事,职业_前神盾局科学顾问、昆虫学家和兼物理学家
角色_汉克·皮姆,rdfsyntaxnstype,角色
职业_前神盾局科学顾问、昆虫学家和兼物理学家,rdfsyntaxnstype,职业
角色_汉克·皮姆,relation_制造,装备_皮姆粒子
角色_汉克·皮姆,rdfsyntaxnstype,角色
装备_皮姆粒子,rdfsyntaxnstype,装备
角色_汉克·皮姆,relation_代号,称号_第一代蚁人
角色_汉克·皮姆,rdfsyntaxnstype,角色
称号_第一代蚁人,rdfsyntaxnstype,称号
角色_汉克·皮姆,relation_制造,装备_皮姆粒子
角色_汉克·皮姆,rdfsyntaxnstype,角色
装备_皮姆粒子,rdfsyntaxnstype,装备
角色_汉克·皮姆,relation_拥有,能力_跟蚂蚁对话并命令他们
角色_汉克·皮姆,rdfsyntaxnstype,角色
能力_跟蚂蚁对话并命令他们,rdfsyntaxnstype,能力
角色_汉克·皮姆,relation_出现,作品_《蚁人》
角色_汉克·皮姆,rdfsyntaxnstype,角色
作品_《蚁人》,rdfsyntaxnstype,作品
角色_汉克·皮姆,relation_出现,作品_《蚁人2：黄蜂女现身》
角色_汉克·皮姆,rdfsyntaxnstype,角色
作品_《蚁人2：黄蜂女现身》,rdfsyntaxnstype,作品
角色_汉克·皮姆,relation_配偶,角色_珍妮特·范·达因
角色_汉克·皮姆,rdfsyntaxnstype,角色
角色_珍妮特·范·达因,rdfsyntaxnstype,角色
角色_荷普·范·达因,relation_后代,角色_珍妮特·范·达因
角色_荷普·范·达因,rdfsyntaxnstype,角色
角色_珍妮特·范·达因,rdfsyntaxnstype,角色
角色_荷普·范·达因,relation_后代,角色_汉克·皮姆
角色_荷普·范·达因,rdfsyntaxnstype,角色
角色_汉克·皮姆,rdfsyntaxnstype,角色
演员_伊凡洁琳·莉莉,relation_饰演,角色_荷普·范·达因
演员_伊凡洁琳·莉莉,rdfsyntaxnstype,演员
角色_荷普·范·达因,rdfsyntaxnstype,角色
角色_荷普·范·达因,relation_后代,角色_汉克·皮姆
角色_荷普·范·达因,rdfsyntaxnstype,角色
角色_汉克·皮姆,rdfsyntaxnstype,角色
角色_荷普·范·达因,relation_后代,角色_珍妮特·范·达因
角色_荷普·范·达因,rdfsyntaxnstype,角色
角色_珍妮特·范·达因,rdfsyntaxnstype,角色
角色_荷普·范·达因,relation_持有,装备_黄蜂女装备
角色_荷普·范·达因,rdfsyntaxnstype,角色
装备_黄蜂女装备,rdfsyntaxnstype,装备
角色_荷普·范·达因,relation_代号,称号_第二代黄蜂女
角色_荷普·范·达因,rdfsyntaxnstype,角色
称号_第二代黄蜂女,rdfsyntaxnstype,称号
角色_荷普·范·达因,relation_朋友,角色_史考特·朗恩
角色_荷普·范·达因,rdfsyntaxnstype,角色
角色_史考特·朗恩,rdfsyntaxnstype,角色
角色_荷普·范·达因,relation_出现,作品_《蚁人》
角色_荷普·范·达因,rdfsyntaxnstype,角色
作品_《蚁人》,rdfsyntaxnstype,作品
角色_荷普·范·达因,relation_出现,作品_《蚁人2：黄蜂女现身》
角色_荷普·范·达因,rdfsyntaxnstype,角色
作品_《蚁人2：黄蜂女现身》,rdfsyntaxnstype,作品
角色_特查拉,relation_出现,作品_《惊奇四超人》
角色_特查拉,rdfsyntaxnstype,角色
作品_《惊奇四超人》,rdfsyntaxnstype,作品
角色_特查拉,relation_来自,地点_瓦坎达
角色_特查拉,rdfsyntaxnstype,角色
地点_瓦坎达,rdfsyntaxnstype,地点
角色_特查拉,relation_出现,作品_《美国队长3：内战》
角色_特查拉,rdfsyntaxnstype,角色
作品_《美国队长3：内战》,rdfsyntaxnstype,作品
演员_查德维克·博斯曼,relation_饰演,角色_特查拉
演员_查德维克·博斯曼,rdfsyntaxnstype,演员
角色_特查拉,rdfsyntaxnstype,角色
角色_特查拉,relation_拥有,能力_极为敏锐的五感、体力、智力、兽性、和对魔法的抵抗
角色_特查拉,rdfsyntaxnstype,角色
能力_极为敏锐的五感、体力、智力、兽性、和对魔法的抵抗,rdfsyntaxnstype,能力
角色_特查拉,relation_拥有,能力_野外定向追踪
角色_特查拉,rdfsyntaxnstype,角色
能力_野外定向追踪,rdfsyntaxnstype,能力
角色_特查拉,relation_从事,职业_物理博士
角色_特查拉,rdfsyntaxnstype,角色
职业_物理博士,rdfsyntaxnstype,职业
角色_特查拉,relation_拥有,能力_发明家
角色_特查拉,rdfsyntaxnstype,角色
能力_发明家,rdfsyntaxnstype,能力
角色_特查拉,relation_制造,装备_振金的装备
角色_特查拉,rdfsyntaxnstype,角色
装备_振金的装备,rdfsyntaxnstype,装备
角色_特查拉,relation_出现,作品_《美国队长3：内战》
角色_特查拉,rdfsyntaxnstype,角色
作品_《美国队长3：内战》,rdfsyntaxnstype,作品
角色_特查拉,relation_出现,作品_《黑豹》
角色_特查拉,rdfsyntaxnstype,角色
作品_《黑豹》,rdfsyntaxnstype,作品
角色_特查拉,relation_出现,作品_《复仇者联盟3：无限战争》
角色_特查拉,rdfsyntaxnstype,角色
作品_《复仇者联盟3：无限战争》,rdfsyntaxnstype,作品
角色_娜塔莉娅·罗曼诺夫,relation_代号,称号_黑寡妇
角色_娜塔莉娅·罗曼诺夫,rdfsyntaxnstype,角色
称号_黑寡妇,rdfsyntaxnstype,称号
角色_娜塔莉娅·罗曼诺夫,relation_属于,机构_神盾局
角色_娜塔莉娅·罗曼诺夫,rdfsyntaxnstype,角色
机构_神盾局,rdfsyntaxnstype,机构
角色_娜塔莉娅·罗曼诺夫,relation_属于,团队_复仇者联盟
角色_娜塔莉娅·罗曼诺夫,rdfsyntaxnstype,角色
团队_复仇者联盟,rdfsyntaxnstype,团队
角色_幻视,relation_对抗,角色_奥创
角色_幻视,rdfsyntaxnstype,角色
角色_奥创,rdfsyntaxnstype,角色
角色_幻视,relation_属于,团队_复仇者联盟
角色_幻视,rdfsyntaxnstype,角色
团队_复仇者联盟,rdfsyntaxnstype,团队
角色_汪达·马克希莫夫,relation_配偶,角色_幻视
角色_汪达·马克希莫夫,rdfsyntaxnstype,角色
角色_幻视,rdfsyntaxnstype,角色
角色_奥创,relation_对抗,角色_亨利·皮姆
角色_奥创,rdfsyntaxnstype,角色
角色_亨利·皮姆,rdfsyntaxnstype,角色
角色_亨利·皮姆,relation_代号,称号_第一代蚁人
角色_亨利·皮姆,rdfsyntaxnstype,角色
称号_第一代蚁人,rdfsyntaxnstype,称号
角色_奥创,relation_后代,角色_亨利·皮姆
角色_奥创,rdfsyntaxnstype,角色
角色_亨利·皮姆,rdfsyntaxnstype,角色
角色_初代霹雳火,relation_属于,物种_赛博格生化人
角色_初代霹雳火,rdfsyntaxnstype,角色
物种_赛博格生化人,rdfsyntaxnstype,物种
角色_神力人,relation_属于,团队_复仇者联盟
角色_神力人,rdfsyntaxnstype,角色
团队_复仇者联盟,rdfsyntaxnstype,团队
角色_幻视,relation_属于,团队_西岸复仇者
角色_幻视,rdfsyntaxnstype,角色
团队_西岸复仇者,rdfsyntaxnstype,团队
角色_汪达·马克希莫夫,relation_属于,团队_西岸复仇者
角色_汪达·马克希莫夫,rdfsyntaxnstype,角色
团队_西岸复仇者,rdfsyntaxnstype,团队
角色_神力人,relation_爱上,角色_汪达·马克希莫夫
角色_神力人,rdfsyntaxnstype,角色
角色_汪达·马克希莫夫,rdfsyntaxnstype,角色
演员_保罗·彼特尼,relation_饰演,角色_幻视
演员_保罗·彼特尼,rdfsyntaxnstype,演员
角色_幻视,rdfsyntaxnstype,角色
角色_幻视,relation_出现,作品_《复仇者联盟2：奥创纪元》
角色_幻视,rdfsyntaxnstype,角色
作品_《复仇者联盟2：奥创纪元》,rdfsyntaxnstype,作品
角色_幻视,relation_出现,作品_《美国队长3：内战》
角色_幻视,rdfsyntaxnstype,角色
作品_《美国队长3：内战》,rdfsyntaxnstype,作品
角色_幻视,relation_出现,作品_《复仇者联盟3：无限战争》
角色_幻视,rdfsyntaxnstype,角色
作品_《复仇者联盟3：无限战争》,rdfsyntaxnstype,作品
角色_幻视,relation_出现,作品_《复仇者联盟4》
角色_幻视,rdfsyntaxnstype,角色
作品_《复仇者联盟4》,rdfsyntaxnstype,作品
角色_毁灭者德克斯,relation_属于,团队_银河护卫队
角色_毁灭者德克斯,rdfsyntaxnstype,角色
团队_银河护卫队,rdfsyntaxnstype,团队
角色_毁灭者德克斯,relation_从事,职业_房地产经纪人
角色_毁灭者德克斯,rdfsyntaxnstype,角色
职业_房地产经纪人,rdfsyntaxnstype,职业
角色_毁灭者德克斯,relation_对抗,角色_萨诺斯
角色_毁灭者德克斯,rdfsyntaxnstype,角色
角色_萨诺斯,rdfsyntaxnstype,角色
角色_毁灭者德克斯,relation_朋友,角色_星爵
角色_毁灭者德克斯,rdfsyntaxnstype,角色
角色_星爵,rdfsyntaxnstype,角色
角色_毁灭者德克斯,relation_属于,团队_银河护卫队
角色_毁灭者德克斯,rdfsyntaxnstype,角色
团队_银河护卫队,rdfsyntaxnstype,团队
角色_萨诺斯,relation_持有,装备_宇宙立方
角色_萨诺斯,rdfsyntaxnstype,角色
装备_宇宙立方,rdfsyntaxnstype,装备
角色_毁灭者德克斯,relation_朋友,角色_惊奇队长
角色_毁灭者德克斯,rdfsyntaxnstype,角色
角色_惊奇队长,rdfsyntaxnstype,角色
角色_毁灭者德克斯,relation_对抗,角色_萨诺斯
角色_毁灭者德克斯,rdfsyntaxnstype,角色
角色_萨诺斯,rdfsyntaxnstype,角色
角色_惊奇队长,relation_对抗,角色_萨诺斯
角色_惊奇队长,rdfsyntaxnstype,角色
角色_萨诺斯,rdfsyntaxnstype,角色
角色_月龙,relation_后代,角色_毁灭者德克斯
角色_月龙,rdfsyntaxnstype,角色
角色_毁灭者德克斯,rdfsyntaxnstype,角色
角色_萨诺斯,relation_持有,装备_无限宝石
角色_萨诺斯,rdfsyntaxnstype,角色
装备_无限宝石,rdfsyntaxnstype,装备
角色_毁灭者德克斯,relation_属于,团队_无限守护者
角色_毁灭者德克斯,rdfsyntaxnstype,角色
团队_无限守护者,rdfsyntaxnstype,团队
角色_毁灭者德克斯,relation_朋友,角色_新星
角色_毁灭者德克斯,rdfsyntaxnstype,角色
角色_新星,rdfsyntaxnstype,角色
演员_戴夫·巴帝斯塔,relation_饰演,角色_毁灭者德克斯
演员_戴夫·巴帝斯塔,rdfsyntaxnstype,演员
角色_毁灭者德克斯,rdfsyntaxnstype,角色
角色_毁灭者德克斯,relation_出现,作品_《银河护卫队》
角色_毁灭者德克斯,rdfsyntaxnstype,角色
作品_《银河护卫队》,rdfsyntaxnstype,作品
角色_毁灭者德克斯,relation_出现,作品_《银河护卫队2》
角色_毁灭者德克斯,rdfsyntaxnstype,角色
作品_《银河护卫队2》,rdfsyntaxnstype,作品
角色_毁灭者德克斯,relation_出现,作品_《复仇者联盟3：无限战争》
角色_毁灭者德克斯,rdfsyntaxnstype,角色
作品_《复仇者联盟3：无限战争》,rdfsyntaxnstype,作品
角色_毁灭者德克斯,relation_出现,作品_《复仇者联盟4》
角色_毁灭者德克斯,rdfsyntaxnstype,角色
作品_《复仇者联盟4》,rdfsyntaxnstype,作品
角色_托尼·斯塔克,relation_后代,角色_霍华德·斯塔克
角色_托尼·斯塔克,rdfsyntaxnstype,角色
角色_霍华德·斯塔克,rdfsyntaxnstype,角色
角色_霍华德·斯塔克,relation_创立,机构_斯塔克工业
角色_霍华德·斯塔克,rdfsyntaxnstype,角色
机构_斯塔克工业,rdfsyntaxnstype,机构
角色_霍华德·斯塔克,relation_创立,机构_神盾局
角色_霍华德·斯塔克,rdfsyntaxnstype,角色
机构_神盾局,rdfsyntaxnstype,机构
角色_霍华德·斯塔克,relation_制造,装备_反推力装置
角色_霍华德·斯塔克,rdfsyntaxnstype,角色
装备_反推力装置,rdfsyntaxnstype,装备
角色_霍华德·斯塔克,relation_制造,装备_硝化炸弹
角色_霍华德·斯塔克,rdfsyntaxnstype,角色
装备_硝化炸弹,rdfsyntaxnstype,装备
角色_霍华德·斯塔克,relation_制造,装备_方舟反应堆
角色_霍华德·斯塔克,rdfsyntaxnstype,角色
装备_方舟反应堆,rdfsyntaxnstype,装备
角色_霍华德·斯塔克,relation_出现,作品_《钢铁侠》
角色_霍华德·斯塔克,rdfsyntaxnstype,角色
作品_《钢铁侠》,rdfsyntaxnstype,作品
角色_霍华德·斯塔克,relation_出现,作品_《钢铁侠2》
角色_霍华德·斯塔克,rdfsyntaxnstype,角色
作品_《钢铁侠2》,rdfsyntaxnstype,作品
角色_霍华德·斯塔克,relation_出现,作品_《美国队长》
角色_霍华德·斯塔克,rdfsyntaxnstype,角色
作品_《美国队长》,rdfsyntaxnstype,作品
角色_霍华德·斯塔克,relation_出现,作品_《美国队长3》
角色_霍华德·斯塔克,rdfsyntaxnstype,角色
作品_《美国队长3》,rdfsyntaxnstype,作品
角色_霍华德·斯塔克,relation_出现,作品_《蚁人》
角色_霍华德·斯塔克,rdfsyntaxnstype,角色
作品_《蚁人》,rdfsyntaxnstype,作品
角色_霍华德·斯塔克,relation_出现,作品_《卡特探员》
角色_霍华德·斯塔克,rdfsyntaxnstype,角色
作品_《卡特探员》,rdfsyntaxnstype,作品
演员_巴比·卡纳佛,relation_饰演,角色_吉姆·派斯顿
演员_巴比·卡纳佛,rdfsyntaxnstype,演员
角色_吉姆·派斯顿,rdfsyntaxnstype,角色
角色_吉姆·派斯顿,relation_从事,职业_警察
角色_吉姆·派斯顿,rdfsyntaxnstype,角色
职业_警察,rdfsyntaxnstype,职业
角色_吉姆·派斯顿,relation_收养,角色_凯茜·朗恩
角色_吉姆·派斯顿,rdfsyntaxnstype,角色
